shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,100,0.425536,0.446342,0.425499,294.19 M Ops,25.55 M Ops,5.83 M Ops,1.1452 M,0.4208 %,49.80 uJ,0.524407,0.468661,0.595973
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,100,0.425536,0.446342,0.425499,294.19 M Ops,25.55 M Ops,5.83 M Ops,1.1452 M,0.4208 %,49.80 uJ,0.524407,0.468661,0.595973
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,100,0.425536,0.446342,0.425499,294.19 M Ops,25.55 M Ops,5.83 M Ops,1.1452 M,0.4208 %,49.80 uJ,0.524407,0.468661,0.595973
