epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.367011,0.367011,1.000000,0.421452,0.421452,0.000000,0.000000,0.385750,0.405148
1,0.342797,0.342797,1.000000,0.406550,0.406550,0.000000,0.000000,0.367343,0.391582
2,0.336450,0.336450,1.000000,0.406244,0.406244,0.000000,0.000000,0.369344,0.393054
3,0.332796,0.332796,1.000000,0.406147,0.406147,0.000000,0.000000,0.366885,0.392994
4,0.330270,0.330270,1.000000,0.403341,0.403341,0.000000,0.000000,0.365334,0.390867
5,0.328458,0.328458,1.000000,0.401170,0.401170,0.000000,0.000000,0.364204,0.388681
6,0.326923,0.326923,1.000000,0.403171,0.403171,0.000000,0.000000,0.362049,0.391103
7,0.326031,0.326031,1.000000,0.402011,0.402011,0.000000,0.000000,0.363950,0.389108
8,0.324741,0.324741,1.000000,0.412394,0.412394,0.000000,0.000000,0.375256,0.400140
9,0.320548,0.320548,1.000000,0.405658,0.405658,0.000000,0.000000,0.365521,0.393325
