loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.461497, 0.460708, 0.472519, 167.37 M Ops, 25.74 M Ops, 6.02 M Ops, 0.4750 M, 0.3814 %, 50.88 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.461466, 0.460684, 0.472622, 167.37 M Ops, 25.74 M Ops, 6.02 M Ops, 0.4750 M, 0.3815 %, 50.88 uJ
