shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.330367,0.285956,0.331634,116.22 M Ops,8.71 M Ops,38.58 M Ops,0.1782 M,0.4238 %,185.30 uJ,0.285956,0.331634,0.814279
