epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.545648,0.545648,0.533316,0.879396,0.879396,0.653625
1,0.393585,0.393585,0.450449,0.779364,0.779364,0.610451
2,0.374736,0.374736,0.438437,0.757551,0.757551,0.601578
3,0.367704,0.367704,0.433389,0.751556,0.751556,0.598775
4,0.363987,0.363987,0.431574,0.762269,0.762269,0.601149
5,0.361609,0.361609,0.430616,0.757102,0.757102,0.602599
6,0.361821,0.361821,0.431706,0.771312,0.771312,0.600559
7,0.355593,0.355593,0.426629,0.761217,0.761217,0.599236
8,0.354429,0.354429,0.426269,0.774806,0.774806,0.602961
9,0.354530,0.354530,0.425905,0.766796,0.766796,0.598603
