epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.751681,0.751681,0.572202,0.710781,0.710781,0.595665
1,0.673897,0.673897,0.524195,0.712877,0.712877,0.593432
2,0.657773,0.657773,0.516692,0.732257,0.732257,0.599711
3,0.649433,0.649433,0.514981,0.709976,0.709976,0.590652
4,0.641865,0.641865,0.511450,0.728717,0.728717,0.594972
5,0.635586,0.635586,0.510165,0.741973,0.741973,0.596645
6,0.631693,0.631693,0.510151,0.767285,0.767285,0.604308
7,0.622577,0.622577,0.505758,0.752419,0.752419,0.598482
8,0.617101,0.617101,0.505605,0.775750,0.775750,0.606326
9,0.613669,0.613669,0.502192,0.787647,0.787647,0.609375
