raw_accuracy, raw_precision, raw_recall, raw_f-score, adj_accuracy, adj_precision, adj_recall, adj_f-score
0.956938, 0.396730, 0.069216, 0.117868, 0.988368, 0.886906, 0.825397, 0.855047
