epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.479355,0.479355,1.000000,0.415775,0.415775,0.000000,0.000000,0.381971,0.415713
1,0.463553,0.463553,1.000000,0.411971,0.411971,0.000000,0.000000,0.378949,0.412129
2,0.459826,0.459826,1.000000,0.410166,0.410166,0.000000,0.000000,0.377199,0.410242
3,0.457565,0.457565,1.000000,0.408353,0.408353,0.000000,0.000000,0.374722,0.408698
4,0.456214,0.456214,1.000000,0.407430,0.407430,0.000000,0.000000,0.373783,0.407782
5,0.454871,0.454871,1.000000,0.408114,0.408114,0.000000,0.000000,0.375668,0.408224
6,0.453504,0.453504,1.000000,0.406768,0.406768,0.000000,0.000000,0.372572,0.406808
7,0.453054,0.453054,1.000000,0.406742,0.406742,0.000000,0.000000,0.372808,0.406716
8,0.452212,0.452212,1.000000,0.407054,0.407054,0.000000,0.000000,0.373960,0.407044
9,0.451512,0.451512,1.000000,0.407277,0.407277,0.000000,0.000000,0.374537,0.407132
