loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.454490, 0.780488, 0.713134, 0.718827, 0.725993, 0.713134, 6003.67 M Ops, 264.55 M Ops, 1163.97 M Ops, 8.2248 M, 0.2405 %, 5592.35 uJ, 0.864865, 0.561404
