loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.559766, 0.349412, 0.349122, 0.327007, 0.392842, 0.349122, 2347.76 M Ops, 156.67 M Ops, 40.39 M Ops, 8.9226 M, 0.4887 %, 326.81 uJ, 0.222222, 0.538462, 0.120000, 0.216216, 0.550000, 0.285714, 0.551724, 0.272727, 0.187500, 0.193548, 0.030303, 0.294118, 0.322581, 0.176471, 0.627907, 0.125000, 0.243243, 0.461538, 0.937500, 0.551724, 0.372093, 0.323529, 0.800000, 0.413793, 0.000000, 0.259259
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.575689, 0.337647, 0.339379, 0.313780, 0.371305, 0.339379, 2347.76 M Ops, 161.96 M Ops, 40.39 M Ops, 8.9226 M, 0.4897 %, 331.58 uJ, 0.222222, 0.576923, 0.120000, 0.162162, 0.500000, 0.285714, 0.448276, 0.272727, 0.187500, 0.193548, 0.000000, 0.294118, 0.322581, 0.147059, 0.581395, 0.125000, 0.162162, 0.538462, 0.937500, 0.551724, 0.348837, 0.411765, 0.833333, 0.310345, 0.031250, 0.259259
