loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.428314,0.406158,0.427190,79.22 M Ops,7.74 M Ops,3.23 M Ops,0.5848 M,0.4156 %,21.80 uJ,0.552884,0.517305,0.740519
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430341,0.408444,0.429228,79.99 M Ops,1.99 M Ops,62.32 M Ops,0.5855 M,0.5083 %,288.46 uJ,0.557364,0.520942,0.739058
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432859,0.412702,0.431760,79.99 M Ops,1.90 M Ops,62.32 M Ops,0.5855 M,0.5069 %,288.37 uJ,0.556355,0.520634,0.736337
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433088,0.412875,0.432002,79.99 M Ops,1.81 M Ops,62.32 M Ops,0.5855 M,0.5053 %,288.30 uJ,0.560762,0.522399,0.736227
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430136,0.408960,0.429004,79.99 M Ops,1.91 M Ops,62.32 M Ops,0.5855 M,0.5059 %,288.39 uJ,0.556516,0.520011,0.738729
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430129,0.409422,0.428997,79.22 M Ops,1.81 M Ops,62.06 M Ops,0.5848 M,0.5379 %,287.11 uJ,0.554250,0.518911,0.738433
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434252,0.417252,0.433101,76.03 M Ops,2.10 M Ops,58.42 M Ops,0.5855 M,0.5091 %,270.60 uJ,0.562637,0.522141,0.733431
