epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.462805,0.205724,0.257081,0.085663,0.473957,0.177849,0.296108,0.018537
1,0.325570,0.159954,0.165616,0.100557,0.259268,0.105183,0.154086,0.087542
2,0.273056,0.140066,0.132990,0.105203,0.195848,0.075282,0.120566,0.112898
3,0.233486,0.123921,0.109565,0.109479,0.165657,0.066734,0.098923,0.117954
4,0.202973,0.111523,0.091449,0.114252,0.137723,0.055481,0.082242,0.122944
5,0.180710,0.102411,0.078299,0.119015,0.118674,0.047985,0.070689,0.126141
6,0.158282,0.088770,0.069512,0.123025,0.106246,0.043256,0.062991,0.129455
7,0.142955,0.079025,0.063930,0.126686,0.097232,0.038408,0.058824,0.132134
8,0.133964,0.073521,0.060444,0.130407,0.090159,0.035041,0.055119,0.137210
9,0.125605,0.067933,0.057672,0.133707,0.085693,0.033179,0.052514,0.139999
10,0.127172,0.071523,0.055649,0.136606,0.080162,0.029662,0.050500,0.143145
11,0.130351,0.076432,0.053919,0.139420,0.076414,0.027539,0.048875,0.145796
12,0.129666,0.077234,0.052433,0.141622,0.073873,0.026332,0.047541,0.148732
13,0.106416,0.055152,0.051264,0.143984,0.070957,0.024428,0.046529,0.150198
14,0.103568,0.053341,0.050227,0.146055,0.069533,0.023896,0.045637,0.152137
15,0.102123,0.052845,0.049278,0.147931,0.067634,0.023011,0.044623,0.154826
16,0.104219,0.055685,0.048534,0.149792,0.067406,0.023149,0.044258,0.156511
17,0.099796,0.051966,0.047830,0.151292,0.064770,0.021573,0.043197,0.157535
18,0.096342,0.049169,0.047173,0.152495,0.064812,0.022197,0.042615,0.158389
19,0.098414,0.051777,0.046637,0.153697,0.062989,0.020942,0.042047,0.160540
20,0.089275,0.043196,0.046079,0.154790,0.062186,0.020514,0.041672,0.160796
21,0.090210,0.044574,0.045636,0.155787,0.062080,0.020743,0.041337,0.161438
22,0.086452,0.041266,0.045186,0.156579,0.060824,0.019924,0.040899,0.162213
23,0.089855,0.045101,0.044753,0.157508,0.060310,0.019914,0.040395,0.161700
24,0.083004,0.038564,0.044440,0.157799,0.060444,0.020331,0.040114,0.163453
25,0.104582,0.060387,0.044196,0.158544,0.059825,0.019698,0.040127,0.163207
26,0.088852,0.044913,0.043939,0.159194,0.058872,0.019257,0.039616,0.164111
27,0.103945,0.060116,0.043829,0.159783,0.058766,0.019292,0.039473,0.166117
28,0.080538,0.036910,0.043629,0.160451,0.058629,0.018956,0.039673,0.168367
29,0.082107,0.038650,0.043456,0.161251,0.058455,0.019014,0.039441,0.165758
30,0.086714,0.043455,0.043259,0.161466,0.058632,0.018725,0.039906,0.171109
31,0.087830,0.044661,0.043169,0.162080,0.057208,0.018529,0.038679,0.166688
32,0.089786,0.046969,0.042817,0.162185,0.056774,0.018108,0.038666,0.167570
33,0.079108,0.036320,0.042788,0.162631,0.056907,0.018376,0.038530,0.168663
34,0.089489,0.046905,0.042584,0.163021,0.056722,0.018472,0.038250,0.168981
35,0.080762,0.038285,0.042477,0.163199,0.056688,0.018652,0.038036,0.169754
