epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.645103,0.645103,0.583353,1.255415,1.255415,0.788507
1,0.544472,0.544472,0.531587,1.217429,1.217429,0.777141
2,0.526036,0.526036,0.522601,1.207168,1.207168,0.773741
3,0.514520,0.514520,0.516837,1.195045,1.195045,0.767598
4,0.504467,0.504467,0.511471,1.192834,1.192834,0.765247
5,0.496360,0.496360,0.507819,1.201934,1.201934,0.769309
6,0.491327,0.491327,0.506131,1.222071,1.222071,0.775742
7,0.485954,0.485954,0.503707,1.220864,1.220864,0.779474
8,0.481262,0.481262,0.501490,1.234643,1.234643,0.782731
9,0.478325,0.478325,0.500075,1.246767,1.246767,0.787191
10,0.476114,0.476114,0.499189,1.247248,1.247248,0.788149
