horizon_zero_based,mse,mae
0,0.165229445397,0.297915401028
1,0.177191682827,0.30776232182
2,0.184156183864,0.313233820423
3,0.191159892046,0.318318510103
4,0.194877487531,0.32139670827
5,0.204317260374,0.328074709889
6,0.210747040642,0.332105041827
7,0.213384371901,0.331672197273
8,0.219073890752,0.335532827775
9,0.225018446164,0.338558176656
10,0.227410858998,0.339880207262
11,0.237888724711,0.349754408473
12,0.231281356776,0.340907059346
13,0.234668947432,0.344802515636
14,0.238346172108,0.345113376365
15,0.248894646533,0.353349099554
16,0.256708760242,0.359142421671
17,0.253783137539,0.354501204606
18,0.257854036028,0.357572347884
19,0.25007690121,0.3476080907
20,0.248903072392,0.345442371305
21,0.255514056697,0.351233707271
22,0.25859298361,0.35173613156
23,0.262714805693,0.356342257937
24,0.269007569947,0.361008830148
25,0.278257582175,0.367243375238
26,0.282219727289,0.372193181044
27,0.285314375387,0.374362488983
28,0.284245364544,0.371699444832
29,0.288262718975,0.374453295792
30,0.292922473487,0.377710997658
31,0.295721075321,0.378813885915
32,0.302567681341,0.385651406592
33,0.308836766045,0.389346730932
34,0.30816868416,0.387321500342
35,0.310681904067,0.387547698203
36,0.310918614277,0.388753873549
37,0.317215638767,0.392716076609
38,0.326464577552,0.400373021727
39,0.336995759589,0.406175661537
40,0.332263479188,0.401045470869
41,0.331701379655,0.401050890197
42,0.334451203615,0.402464702436
43,0.32995941456,0.398994179788
44,0.336870215969,0.40574672158
45,0.334328330428,0.40183086439
46,0.337866124352,0.406834095287
47,0.332921242191,0.40062223232
48,0.341728358154,0.407737539921
49,0.336395857976,0.402544982032
50,0.34202479423,0.408804847845
51,0.346007406267,0.41014798372
52,0.347873859039,0.407339085662
53,0.341910687167,0.4051538699
54,0.348876650544,0.411434225781
55,0.353429436159,0.415371554622
56,0.354049721315,0.414802643606
57,0.357611540243,0.41642690364
58,0.351205363913,0.411453270778
59,0.365123125102,0.421252238765
60,0.365521856687,0.423417410699
61,0.368768651313,0.424046541855
62,0.370035312328,0.427331051136
63,0.375583282461,0.429381336979
64,0.385793161862,0.436220344273
65,0.375575655572,0.429016877143
66,0.381836332829,0.432001651251
67,0.381904898264,0.433905119752
68,0.368866368141,0.422691366315
69,0.35849513642,0.418806390996
70,0.359735157141,0.416719624061
71,0.361139261939,0.421603674419
72,0.362055658692,0.419212252057
73,0.361828699279,0.419218272604
74,0.368208815593,0.424768382496
75,0.371553893526,0.429661306668
76,0.37996273983,0.434418618172
77,0.368648720361,0.425535843755
78,0.383388919993,0.43700037562
79,0.369216003201,0.423391092188
80,0.372913988631,0.427932373777
81,0.383589126818,0.435082951353
82,0.390085136386,0.440849924761
83,0.381439769371,0.434525882547
84,0.375863313339,0.43097884465
85,0.390388889378,0.44027470067
86,0.394730641956,0.447071323347
87,0.41795135047,0.461505015966
88,0.410008607766,0.45680534572
89,0.386867208435,0.439203787896
90,0.386310006955,0.438230779225
91,0.391035161102,0.441179985605
92,0.390631431068,0.444060547507
93,0.379164251086,0.434527226673
94,0.379483795337,0.435723094821
95,0.375227359285,0.435115619426
96,0.38702893688,0.441074750115
97,0.387779424797,0.438604592349
98,0.396164044352,0.446866501871
99,0.404571352835,0.455498672841
100,0.395761408689,0.444363628102
101,0.392718740204,0.442995553809
102,0.387290628528,0.442609097258
103,0.390552448809,0.443739454586
104,0.39250829372,0.442417031179
105,0.387509961183,0.44179152977
106,0.377956531758,0.431243683202
107,0.387511979246,0.440098542422
108,0.384585001697,0.438793318207
109,0.395529416138,0.447276933181
110,0.391570648784,0.447271844812
111,0.418723897969,0.462081844748
112,0.403186823251,0.451521619707
113,0.40112365914,0.4482904336
114,0.398331155207,0.447965985471
115,0.395938968012,0.443938335234
116,0.38333019265,0.436805914679
117,0.385104464537,0.438560430408
118,0.381699182341,0.436576218173
119,0.383455853015,0.436252339075
120,0.38631865,0.438901470789
121,0.381533995411,0.433145621437
122,0.394412597956,0.443886869634
123,0.386985780676,0.438439154872
124,0.38681129419,0.438934264294
125,0.383383505481,0.436552588172
126,0.388745979793,0.441039473963
127,0.386865118511,0.438173091502
128,0.383404750941,0.436054284109
129,0.391158967681,0.440573667351
130,0.387556145016,0.437436841242
131,0.387955854857,0.437565654124
132,0.385097452911,0.436872909308
133,0.391105592383,0.441591525115
134,0.39930208167,0.450800576637
135,0.400161982601,0.450113231257
136,0.39829712816,0.448090533902
137,0.394775193051,0.443169270446
138,0.389767825557,0.437951974718
139,0.385757247036,0.436849332972
140,0.383698732564,0.436697970071
141,0.38448967149,0.437444514088
142,0.385902478851,0.437978936915
143,0.388472151518,0.438735701029
144,0.392316391392,0.440787107139
145,0.393391484709,0.440550406253
146,0.391513584049,0.440609611837
147,0.39428509443,0.442332912226
148,0.389905656151,0.439899088089
149,0.391006381557,0.441252728662
150,0.387644561184,0.439305053503
151,0.386382296423,0.437936857581
152,0.390078489009,0.439980149791
153,0.396255402459,0.444151717563
154,0.399922688498,0.448275121031
155,0.394352010584,0.441994940278
156,0.389631295469,0.43965730704
157,0.395629940833,0.445314916285
158,0.399205618706,0.44652974532
159,0.40221471875,0.448227628233
160,0.405705438854,0.448694282478
161,0.406892144145,0.449082990884
162,0.408022868871,0.449849909306
163,0.412041918607,0.452390640295
164,0.399293189103,0.444781270573
