epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.764520,0.764520,0.582798,0.691634,0.691634,0.585476
1,0.690261,0.690261,0.535869,0.692326,0.692326,0.586096
2,0.674085,0.674085,0.530235,0.715653,0.715653,0.593998
3,0.662923,0.662923,0.529711,0.705812,0.705812,0.592529
4,0.650591,0.650591,0.525266,0.679100,0.679100,0.581134
5,0.647282,0.647282,0.524481,0.700389,0.700389,0.589440
6,0.644591,0.644591,0.521207,0.700112,0.700112,0.589547
7,0.642743,0.642743,0.520342,0.703326,0.703326,0.592208
8,0.641756,0.641756,0.521335,0.713404,0.713404,0.595410
9,0.641697,0.641697,0.521069,0.701613,0.701613,0.591195
10,0.639831,0.639831,0.520243,0.696260,0.696260,0.588308
