shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
True,100,0.478512,0.554531,0.477915,121.98 M Ops,15.38 M Ops,2.91 M Ops,0.5634 M,0.3948 %,27.25 uJ,0.617965,0.535241,0.491805
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
True,100,0.487906,0.577130,0.487401,121.98 M Ops,15.61 M Ops,2.91 M Ops,0.5634 M,0.3939 %,27.45 uJ,0.646411,0.549132,0.471095
