epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.664038,0.664038,0.594411,1.360739,1.360739,0.832961
1,0.566535,0.566535,0.543406,1.325705,1.325705,0.817366
2,0.550420,0.550420,0.534725,1.303953,1.303953,0.810080
3,0.540382,0.540382,0.529875,1.299536,1.299536,0.806635
4,0.534204,0.534204,0.526878,1.295570,1.295570,0.802511
5,0.526997,0.526997,0.523541,1.305335,1.305335,0.807489
6,0.522585,0.522585,0.521551,1.278009,1.278009,0.798118
7,0.519717,0.519717,0.520134,1.270713,1.270713,0.794349
8,0.516727,0.516727,0.518500,1.274660,1.274660,0.796919
9,0.514943,0.514943,0.517334,1.282575,1.282575,0.800072
10,0.513459,0.513459,0.516724,1.264487,1.264487,0.791210
11,0.511159,0.511159,0.515488,1.279959,1.279959,0.797508
12,0.509471,0.509471,0.514460,1.270556,1.270556,0.790709
13,0.508405,0.508405,0.514540,1.276632,1.276632,0.794827
14,0.504037,0.504037,0.511504,1.264940,1.264940,0.791073
15,0.503169,0.503169,0.511288,1.269481,1.269481,0.792646
16,0.503149,0.503149,0.511476,1.268809,1.268809,0.791803
