epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.376208,0.376208,1.000000,0.321566,0.321566,0.000000,0.000000,0.223544,0.321244
1,0.360828,0.360828,1.000000,0.318461,0.318461,0.000000,0.000000,0.221431,0.318235
2,0.354992,0.354992,1.000000,0.316640,0.316640,0.000000,0.000000,0.220574,0.316800
3,0.352143,0.352143,1.000000,0.315979,0.315979,0.000000,0.000000,0.219725,0.316131
4,0.350285,0.350285,1.000000,0.316482,0.316482,0.000000,0.000000,0.220306,0.316278
5,0.350917,0.350917,1.000000,0.315962,0.315962,0.000000,0.000000,0.220623,0.315815
6,0.351015,0.351015,1.000000,0.315259,0.315259,0.000000,0.000000,0.219968,0.315376
7,0.346680,0.346680,1.000000,0.314840,0.314840,0.000000,0.000000,0.219591,0.314852
8,0.352219,0.352219,1.000000,0.315034,0.315034,0.000000,0.000000,0.219628,0.314843
9,0.347109,0.347109,1.000000,0.314736,0.314736,0.000000,0.000000,0.219673,0.314979
10,0.346037,0.346037,1.000000,0.315463,0.315463,0.000000,0.000000,0.221219,0.315636
11,0.346030,0.346030,1.000000,0.317084,0.317084,0.000000,0.000000,0.223838,0.317143
12,0.343859,0.343859,1.000000,0.313334,0.313334,0.000000,0.000000,0.217128,0.313639
13,0.358108,0.358108,1.000000,0.313513,0.313513,0.000000,0.000000,0.216466,0.313410
14,0.346984,0.346984,1.000000,0.314971,0.314971,0.000000,0.000000,0.219031,0.314807
15,0.352083,0.352083,1.000000,0.314745,0.314745,0.000000,0.000000,0.219415,0.314893
