epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,3.463054,3.253281,0.172281,0.191943,0.060226,3.478596,3.262314,0.236841,0.192597,"tensor(0.0329, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.3636, 0.0000,
        0.0645, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.4375, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0063, device='cuda:0')","tensor(0.0036, device='cuda:0')"
1,3.453418,3.245839,0.165357,0.190885,0.015837,3.474606,3.261197,0.228879,0.190522,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0015, device='cuda:0')"
2,3.427782,3.223998,0.161277,0.187494,0.016257,3.471544,3.261754,0.237677,0.186022,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
3,3.393439,3.193770,0.168319,0.182576,0.026081,3.474523,3.268119,0.258954,0.180508,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
4,3.356691,3.161712,0.195074,0.175073,0.039816,3.483344,3.281066,0.286697,0.173609,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
5,3.317581,3.130981,0.228015,0.163365,0.043409,3.490370,3.295821,0.325758,0.161973,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
6,3.276359,3.100452,0.273816,0.148032,0.049318,3.488920,3.302971,0.332559,0.152693,"tensor(0.0412, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.1000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0077, device='cuda:0')","tensor(0.0079, device='cuda:0')"
7,3.229022,3.062715,0.274219,0.138160,0.072503,3.474410,3.295200,0.344565,0.144754,"tensor(0.0671, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0108, device='cuda:0')","tensor(0.0059, device='cuda:0')"
8,3.168714,3.008305,0.281983,0.131675,0.053558,3.450893,3.276302,0.356193,0.138972,"tensor(0.0671, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0102, device='cuda:0')","tensor(0.0055, device='cuda:0')"
9,3.087855,2.930250,0.289927,0.127636,0.097644,3.414211,3.244091,0.374186,0.132702,"tensor(0.0682, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.8667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0098, device='cuda:0')","tensor(0.0052, device='cuda:0')"
