epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.476902,0.476902,1.000000,0.229446,0.229446,0.000000,0.000000,0.229021,0.330790
1,0.438900,0.438900,1.000000,0.225599,0.225599,0.000000,0.000000,0.225036,0.323964
2,0.416322,0.416322,1.000000,0.221932,0.221932,0.000000,0.000000,0.222358,0.321305
3,0.404271,0.404271,1.000000,0.223046,0.223046,0.000000,0.000000,0.223446,0.321254
4,0.393139,0.393139,1.000000,0.225396,0.225396,0.000000,0.000000,0.224787,0.322154
0,0.577806,0.477364,1.004429,0.135959,0.329764,0.229905,0.998593,0.125295,0.229460,0.331001
1,0.539106,0.439838,0.992686,0.140134,0.325534,0.225810,0.997232,0.125799,0.225244,0.324172
2,0.517585,0.418790,0.987948,0.140606,0.321254,0.221550,0.997038,0.126656,0.221961,0.321136
3,0.505938,0.407445,0.984926,0.139747,0.321771,0.222015,0.997560,0.128385,0.222395,0.320763
4,0.495619,0.397290,0.983291,0.138265,0.321996,0.222221,0.997757,0.126633,0.221604,0.320371
0,0.577806,0.477364,1.004429,0.135959,0.329764,0.229905,0.998593,0.125295,0.229460,0.331001
1,0.539106,0.439838,0.992686,0.140134,0.325534,0.225810,0.997232,0.125799,0.225244,0.324172
2,0.517585,0.418790,0.987948,0.140606,0.321254,0.221550,0.997038,0.126656,0.221961,0.321136
3,0.505938,0.407445,0.984926,0.139747,0.321771,0.222015,0.997560,0.128385,0.222395,0.320763
4,0.495619,0.397290,0.983291,0.138265,0.321996,0.222221,0.997757,0.126633,0.221604,0.320371
