loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.422756, 0.420164, 0.424236, 72.17 M Ops, 12.54 M Ops, 6.52 M Ops, 0.1304 M, 0.3865 %, 41.28 uJ
