loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.776137, 0.645857, 0.645857, 0.645838, 0.645889, 0.645857, 1375.90 M Ops, 73.95 M Ops, 176.55 M Ops, 10.3467 M, 0.3789 %, 878.67 uJ, 0.638479, 0.653235
