snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.250405,0.172692,0.250564,133.05 M Ops,15.24 M Ops,31.18 M Ops,0.1824 M,0.6842 %,157.14 uJ,0.172692,0.250564,0.886482
