loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.307989, 0.309248, 0.360640, 156.27 M Ops, 26.27 M Ops, 10.66 M Ops, 0.2703 M, 0.3425 %, 72.69 uJ
wo SSA
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.333775, 0.334220, 0.376345, 108.07 M Ops, 17.13 M Ops, 9.23 M Ops, 0.2703 M, 0.2601 %, 57.87 uJ
wo temporal Mask
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.383033, 0.384142, 0.400388, 156.27 M Ops, 25.86 M Ops, 10.66 M Ops, 0.2703 M, 0.3437 %, 72.32 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.383033, 0.384142, 0.400388, 156.27 M Ops, 25.86 M Ops, 10.66 M Ops, 0.2703 M, 0.3437 %, 72.32 uJ
