epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.262092,0.247754,0.028676,0.098447,0.046999,0.039554,0.014889,0.071497
1,0.153767,0.142161,0.023212,0.106853,0.038381,0.031411,0.013940,0.078142
2,0.143877,0.132653,0.022447,0.108814,0.035549,0.028973,0.013152,0.079421
3,0.143200,0.132271,0.021858,0.110195,0.035005,0.028571,0.012868,0.081779
4,0.144045,0.133280,0.021531,0.112003,0.034623,0.028332,0.012581,0.083649
5,0.145034,0.134413,0.021242,0.115069,0.033804,0.027706,0.012197,0.088777
6,0.140640,0.129970,0.021340,0.117967,0.034726,0.028546,0.012359,0.090476
7,0.141127,0.130485,0.021284,0.118539,0.034468,0.028002,0.012932,0.092675
8,0.139429,0.128771,0.021316,0.120481,0.033369,0.027253,0.012232,0.093809
9,0.140993,0.130436,0.021113,0.122525,0.036128,0.029318,0.013621,0.098687
10,0.138774,0.128032,0.021484,0.125052,0.032864,0.026745,0.012238,0.098711
11,0.143124,0.132569,0.021111,0.126167,0.032996,0.026897,0.012199,0.100457
12,0.140973,0.130335,0.021276,0.127969,0.033031,0.026658,0.012745,0.102422
13,0.143834,0.133231,0.021208,0.129202,0.033188,0.027010,0.012356,0.101056
14,0.141620,0.131157,0.020927,0.128629,0.033457,0.027443,0.012028,0.103625
15,0.141396,0.130901,0.020990,0.129523,0.034228,0.027655,0.013145,0.104801
