loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.463340,0.483534,0.462651,336.24 M Ops,41.58 M Ops,9.29 M Ops,1.1416 M,0.4200 %,80.16 uJ,0.557785,0.523798,0.556870
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.462323,0.482444,0.461612,336.24 M Ops,42.91 M Ops,9.29 M Ops,1.1416 M,0.4174 %,81.35 uJ,0.555239,0.521513,0.557870
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.462321,0.478461,0.461611,404.62 M Ops,54.58 M Ops,10.84 M Ops,1.1416 M,0.4931 %,98.98 uJ,0.552294,0.522536,0.561519
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.461413,0.473807,0.460708,336.24 M Ops,38.54 M Ops,42.32 M Ops,1.1416 M,0.4477 %,229.35 uJ,0.542386,0.519147,0.565785
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.464585,0.483444,0.463893,405.65 M Ops,54.50 M Ops,11.35 M Ops,1.1585 M,0.4029 %,101.28 uJ,0.561228,0.526805,0.556953
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.457731,0.468281,0.456950,346.56 M Ops,41.76 M Ops,9.29 M Ops,1.1452 M,0.4167 %,80.32 uJ,0.536765,0.514928,0.570848
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.466532,0.487643,0.465819,329.99 M Ops,35.75 M Ops,9.48 M Ops,1.1452 M,0.4293 %,75.80 uJ,0.567212,0.529289,0.553105
