epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,1.386318,1.385956,0.036212,1.386637,1.386295,0.034235,0.250951,0.250000,0.100304,0.062738
1,1.386261,1.385903,0.035774,1.386621,1.386295,0.032687,0.250951,0.250000,0.100304,0.062738
2,1.385916,1.385569,0.034711,1.386616,1.386293,0.032244,0.247148,0.246562,0.203649,0.286754
3,1.385318,1.384986,0.033242,1.386312,1.385988,0.032476,0.266160,0.267541,0.213414,0.197018
4,1.384456,1.384136,0.031944,1.384545,1.384238,0.030690,0.235741,0.237063,0.186633,0.168186
5,1.383521,1.383216,0.030553,1.382751,1.382473,0.027760,0.250951,0.252214,0.204454,0.197092
6,1.382402,1.382111,0.029105,1.382095,1.381827,0.026807,0.243346,0.244814,0.171562,0.212059
7,1.381384,1.381099,0.028554,1.381050,1.380795,0.025409,0.262357,0.263753,0.207261,0.302631
8,1.379855,1.379577,0.027862,1.379882,1.379626,0.025609,0.250951,0.252214,0.177849,0.187311
9,1.378760,1.378481,0.027930,1.379346,1.379101,0.024577,0.258555,0.259674,0.193648,0.200668
10,1.377519,1.377251,0.026760,1.379133,1.378875,0.025784,0.254753,0.255594,0.186203,0.209294
11,1.376548,1.376287,0.026086,1.378851,1.378654,0.019733,0.277567,0.278322,0.195630,0.261526
12,1.375019,1.374763,0.025602,1.378981,1.378765,0.021621,0.281369,0.281935,0.197532,0.240818
13,1.372992,1.372736,0.025579,1.380688,1.380452,0.023652,0.281369,0.281585,0.197183,0.195458
14,1.371808,1.371558,0.025010,1.380437,1.380206,0.023134,0.277567,0.278147,0.183533,0.139444
15,1.369836,1.369601,0.023477,1.380591,1.380397,0.019393,0.281369,0.281760,0.198081,0.197271
16,1.367963,1.367730,0.023300,1.380427,1.380220,0.020704,0.273764,0.274068,0.179790,0.143927
17,1.366825,1.366583,0.024232,1.381924,1.381720,0.020365,0.273764,0.274068,0.182795,0.148359
18,1.366218,1.365979,0.023871,1.381426,1.381212,0.021434,0.273764,0.274009,0.182655,0.150753
19,1.364229,1.363996,0.023310,1.381694,1.381492,0.020214,0.281369,0.281585,0.189293,0.232388
20,1.363502,1.363264,0.023738,1.382090,1.381889,0.020132,0.285171,0.285548,0.200125,0.211776
21,1.361932,1.361693,0.023815,1.382472,1.382264,0.020777,0.273764,0.274068,0.191605,0.205828
22,1.360346,1.360100,0.024592,1.383160,1.382958,0.020249,0.285171,0.285664,0.196333,0.179779
23,1.357827,1.357583,0.024407,1.383478,1.383271,0.020701,0.266160,0.266375,0.182377,0.168588
24,1.357971,1.357720,0.025125,1.384862,1.384649,0.021287,0.273764,0.273893,0.194006,0.191106
25,1.356859,1.356607,0.025280,1.383533,1.383326,0.020713,0.288973,0.289336,0.208989,0.218084
26,1.354222,1.353969,0.025320,1.385528,1.385298,0.022970,0.266160,0.266259,0.184151,0.184969
27,1.354033,1.353772,0.026070,1.383869,1.383636,0.023307,0.277567,0.277914,0.192207,0.172007
28,1.352941,1.352681,0.025970,1.382588,1.382370,0.021750,0.292776,0.293124,0.210638,0.213318
29,1.349071,1.348812,0.025882,1.384343,1.384133,0.021005,0.285171,0.285664,0.198900,0.174590
30,1.348855,1.348599,0.025606,1.386016,1.385812,0.020363,0.281369,0.281760,0.198810,0.186904
31,1.346721,1.346458,0.026293,1.386348,1.386120,0.022862,0.269962,0.270163,0.185336,0.164376
32,1.347847,1.347587,0.026052,1.387857,1.387648,0.020869,0.277567,0.277855,0.199558,0.209560
33,1.346818,1.346560,0.025792,1.384429,1.384230,0.019933,0.292776,0.293124,0.214071,0.223030
34,1.344964,1.344707,0.025681,1.386797,1.386589,0.020822,0.277567,0.277855,0.196146,0.181189
35,1.344935,1.344676,0.025871,1.389122,1.388910,0.021134,0.285171,0.285489,0.204880,0.203945
36,1.342531,1.342270,0.026034,1.389363,1.389157,0.020620,0.285171,0.285606,0.202529,0.194336
37,1.341039,1.340775,0.026373,1.392083,1.391870,0.021356,0.281369,0.281760,0.200220,0.182897
38,1.341003,1.340741,0.026213,1.392466,1.392253,0.021292,0.288973,0.289394,0.209039,0.206301
39,1.341417,1.341158,0.025977,1.390905,1.390689,0.021607,0.296578,0.297028,0.214476,0.214719
40,1.340478,1.340218,0.026002,1.390940,1.390726,0.021420,0.285171,0.285606,0.203284,0.187174
41,1.339289,1.339028,0.026122,1.392478,1.392264,0.021381,0.288973,0.289394,0.208815,0.205618
42,1.338447,1.338188,0.025949,1.392516,1.392301,0.021525,0.292776,0.293182,0.215299,0.215360
43,1.337798,1.337538,0.026006,1.392567,1.392353,0.021458,0.296578,0.297028,0.218441,0.221636
44,1.337561,1.337301,0.026014,1.391121,1.390909,0.021256,0.292776,0.293182,0.215646,0.212766
45,1.337084,1.336822,0.026127,1.391924,1.391711,0.021352,0.296578,0.297028,0.218705,0.214626
46,1.336701,1.336440,0.026110,1.391859,1.391646,0.021366,0.304182,0.304662,0.227898,0.235984
47,1.336837,1.336576,0.026106,1.392154,1.391941,0.021343,0.304182,0.304604,0.230978,0.240231
48,1.336320,1.336059,0.026149,1.392216,1.392002,0.021330,0.307985,0.308392,0.236875,0.249427
49,1.336463,1.336201,0.026170,1.392358,1.392145,0.021336,0.307985,0.308392,0.236875,0.249427
