epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.546588,0.546588,1.000000,0.549799,0.549799,0.000000,0.000000,0.644398,0.549594
1,0.538141,0.538141,1.000000,0.537111,0.537111,0.000000,0.000000,0.618717,0.537429
2,0.527705,0.527705,1.000000,0.537372,0.537372,0.000000,0.000000,0.619024,0.537448
3,0.519453,0.519453,1.000000,0.563292,0.563292,0.000000,0.000000,0.682391,0.563259
4,0.511504,0.511504,1.000000,0.573839,0.573839,0.000000,0.000000,0.708519,0.574267
