epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.452085,0.288356,0.742304,0.156306,0.000001,0.268954,0.131495,0.817373,0.129286,0.131527,0.250714
1,0.342014,0.220542,0.799132,0.113481,0.000000,0.238824,0.123651,0.834091,0.106832,0.123642,0.242172
2,0.307375,0.199614,0.801703,0.099745,0.000001,0.229329,0.121608,0.828200,0.099439,0.121559,0.239899
3,0.289901,0.187689,0.791481,0.094298,0.000001,0.225169,0.121415,0.815163,0.095603,0.121456,0.239583
4,0.279622,0.179715,0.778543,0.092121,0.000001,0.222740,0.121951,0.804641,0.092743,0.121890,0.239795
5,0.272332,0.173252,0.767366,0.091406,0.000001,0.223548,0.121644,0.791374,0.093991,0.121646,0.239575
6,0.266511,0.167541,0.758017,0.091390,0.000001,0.224723,0.122794,0.784490,0.094084,0.122735,0.240283
7,0.261972,0.162674,0.751100,0.091787,0.000001,0.225087,0.122637,0.776799,0.094682,0.122564,0.240246
8,0.259105,0.159641,0.746733,0.091996,0.000001,0.224617,0.122718,0.777377,0.094126,0.122801,0.240240
9,0.258610,0.159110,0.746345,0.092036,0.000001,0.225101,0.122975,0.776731,0.094358,0.122951,0.240278
10,0.258351,0.158787,0.746220,0.092102,0.000001,0.225255,0.122850,0.776366,0.094641,0.122787,0.240187
