epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,3.759836,3.259858,0.999957,3.604900,3.258260,0.693280,0.040000,0.039194,0.037496,0.038930
1,3.685460,3.185413,1.000094,3.669318,3.241827,0.854982,0.135294,0.131070,0.096903,0.137112
2,3.511388,3.010402,1.001972,3.639944,3.193995,0.891898,0.157647,0.150063,0.108459,0.366818
3,3.267799,2.763334,1.008930,3.594118,3.144154,0.899928,0.164706,0.160251,0.116538,0.377915
4,2.914700,2.403252,1.022895,3.544529,3.087782,0.913494,0.182353,0.178322,0.138559,0.328772
5,2.423386,1.901102,1.044568,3.500485,3.023202,0.954567,0.203529,0.200548,0.163192,0.359080
6,1.867746,1.331324,1.072843,3.480918,2.975374,1.011090,0.235294,0.233259,0.198193,0.258473
7,1.479671,0.928586,1.102170,3.522546,2.991828,1.061437,0.235294,0.229909,0.201867,0.233453
8,1.362312,0.818845,1.086933,3.580572,3.033349,1.094446,0.227059,0.225247,0.196681,0.231884
9,1.364080,0.813047,1.102067,3.718216,3.150998,1.134436,0.203529,0.201518,0.171853,0.258866
10,1.348344,0.802416,1.091855,3.649040,3.079835,1.138410,0.231765,0.227430,0.208431,0.252510
11,1.296036,0.754267,1.083536,3.520077,2.992090,1.055973,0.236471,0.231849,0.204791,0.222406
12,1.226955,0.699691,1.054528,3.391054,2.886287,1.009536,0.257647,0.251127,0.225381,0.233349
13,1.188284,0.671484,1.033599,3.337964,2.852347,0.971232,0.271765,0.267123,0.243953,0.262065
14,1.161067,0.657917,1.006299,3.313595,2.843544,0.940102,0.270588,0.265760,0.244810,0.271518
15,1.133358,0.648070,0.970576,3.272189,2.816437,0.911503,0.274118,0.268787,0.245076,0.264975
16,1.112448,0.641775,0.941345,3.269854,2.820766,0.898176,0.272941,0.267523,0.243542,0.264089
17,1.097730,0.639986,0.915488,3.256766,2.817505,0.878522,0.271765,0.266690,0.243265,0.264967
18,1.084903,0.637976,0.893854,3.239332,2.817140,0.844383,0.276471,0.271685,0.246251,0.261086
19,1.071159,0.636384,0.869550,3.233150,2.814143,0.838016,0.271765,0.267725,0.244630,0.271163
20,1.058841,0.635354,0.846975,3.226201,2.811053,0.830295,0.269412,0.265425,0.240848,0.263010
21,1.050686,0.634537,0.832298,3.219122,2.806767,0.824710,0.270588,0.266296,0.242176,0.257803
22,1.042122,0.633863,0.816517,3.214654,2.805397,0.818513,0.270588,0.265896,0.243641,0.264680
23,1.034578,0.633354,0.802449,3.206479,2.803141,0.806677,0.264706,0.260490,0.238310,0.259313
