epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.537299,0.537299,0.527456,0.903960,0.903960,0.666290
1,0.417777,0.417777,0.465286,0.863799,0.863799,0.651843
2,0.405595,0.405595,0.458014,0.839448,0.839448,0.643340
3,0.398974,0.398974,0.453148,0.833716,0.833716,0.637134
4,0.393729,0.393729,0.449216,0.821947,0.821947,0.634800
5,0.388779,0.388779,0.446405,0.801936,0.801936,0.625558
6,0.384502,0.384502,0.443939,0.790003,0.790003,0.620279
7,0.379072,0.379072,0.440652,0.793887,0.793887,0.619863
8,0.375439,0.375439,0.438098,0.789489,0.789489,0.616271
9,0.372047,0.372047,0.435770,0.777708,0.777708,0.610070
10,0.368534,0.368534,0.433826,0.790289,0.790289,0.615065
11,0.364941,0.364941,0.431358,0.776853,0.776853,0.607949
12,0.363120,0.363120,0.430133,0.775070,0.775070,0.606594
13,0.361730,0.361730,0.429086,0.781350,0.781350,0.608837
14,0.360845,0.360845,0.428456,0.796391,0.796391,0.612610
15,0.360375,0.360375,0.428371,0.769471,0.769471,0.602088
16,0.358707,0.358707,0.426985,0.791551,0.791551,0.608028
17,0.357271,0.357271,0.426102,0.773844,0.773844,0.602977
18,0.356424,0.356424,0.425926,0.789157,0.789157,0.607677
19,0.353359,0.353359,0.423708,0.788312,0.788312,0.607289
20,0.352685,0.352685,0.423350,0.778668,0.778668,0.604065
21,0.352317,0.352317,0.423298,0.774518,0.774518,0.601978
