snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.393330,0.400048,0.393145,294.19 M Ops,21.72 M Ops,5.83 M Ops,1.1410 M,0.4204 %,46.35 uJ,0.528080,0.466237,0.741535
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.393917,0.400888,0.393736,294.19 M Ops,21.53 M Ops,5.83 M Ops,1.1410 M,0.4171 %,46.19 uJ,0.527778,0.465883,0.740993
snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.393421,0.401235,0.393239,294.19 M Ops,21.03 M Ops,5.83 M Ops,1.1410 M,0.4226 %,45.73 uJ,0.529172,0.466139,0.740769
