epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.521097,0.521097,0.521111,0.792190,0.792190,0.618671
1,0.374297,0.374297,0.436299,0.729337,0.729337,0.587992
2,0.354555,0.354555,0.423009,0.716121,0.716121,0.578830
3,0.345404,0.345404,0.417105,0.708586,0.708586,0.578855
4,0.337968,0.337968,0.412724,0.711471,0.711471,0.575758
5,0.335307,0.335307,0.411323,0.721155,0.721155,0.580677
6,0.332001,0.332001,0.409567,0.727113,0.727113,0.578481
7,0.326084,0.326084,0.405421,0.719820,0.719820,0.578259
8,0.323666,0.323666,0.404058,0.731916,0.731916,0.583842
9,0.322281,0.322281,0.403519,0.725956,0.725956,0.580587
