loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.162805, 0.978378, 0.981024, 0.978936, 0.977384, 0.981024, 525.20 M Ops, 81.52 M Ops, 12.90 M Ops, 9.2283 M, 0.3696 %, 132.72 uJ, 1.000000, 1.000000, 0.965909, 0.977273, 1.000000, 1.000000, 0.975000, 0.980000, 0.931035
