epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.535096,0.535096,0.526223,0.904134,0.904134,0.668371
1,0.419732,0.419732,0.466336,0.867800,0.867800,0.653395
2,0.407038,0.407038,0.458804,0.857424,0.857424,0.650040
3,0.400378,0.400378,0.454539,0.847141,0.847141,0.642912
4,0.394314,0.394314,0.450218,0.837390,0.837390,0.641298
5,0.389864,0.389864,0.447452,0.815393,0.815393,0.631358
6,0.385816,0.385816,0.445012,0.803833,0.803833,0.626142
7,0.382978,0.382978,0.443150,0.814705,0.814705,0.629418
8,0.379537,0.379537,0.440565,0.806246,0.806246,0.624423
9,0.375818,0.375818,0.438345,0.799242,0.799242,0.620792
