loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.383125, 0.300380, 0.300641, 0.218200, 0.248438, 0.300641, 1037.27 M Ops, 94.47 M Ops, 162.82 M Ops, 0.1035 M, 0.4132 %, 833.99 uJ, 0.772727, 0.000000, 0.060606, 0.369231
