epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.062895,0.014386,0.048510,0.099433,0.028048,0.002676,0.025372,0.106797
1,0.039951,0.010589,0.029362,0.108766,0.026882,0.002139,0.024743,0.109227
2,0.040167,0.010338,0.029829,0.110852,0.027804,0.001895,0.025909,0.113648
3,0.040393,0.010268,0.030124,0.110638,0.027195,0.001801,0.025395,0.109089
4,0.040161,0.010195,0.029966,0.109593,0.027387,0.001794,0.025593,0.109335
5,0.039916,0.010201,0.029715,0.107637,0.026194,0.001786,0.024408,0.105954
6,0.039530,0.010193,0.029337,0.106526,0.025890,0.001673,0.024218,0.105500
7,0.039203,0.010161,0.029042,0.105861,0.026517,0.001782,0.024735,0.105932
8,0.039222,0.010153,0.029070,0.105086,0.025637,0.001720,0.023917,0.103834
9,0.039011,0.010140,0.028871,0.103146,0.026319,0.001743,0.024576,0.103611
