loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.481099, 0.262357, 0.261946, 0.218773, 0.271774, 0.261946, 44173.24 M Ops, 925.05 M Ops, 2805.33 M Ops, 4.8829 M, 0.5158 %, 13737.07 uJ, 0.681818, 0.106061, 0.106061, 0.153846
