epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.753665,0.605704,0.678330,0.141177,0.000035,1.563934,1.453969,0.760525,0.102360,1.453537,0.833756
1,0.618004,0.532655,0.846028,0.076889,0.000058,1.425424,1.350338,0.830975,0.066776,1.351974,0.788502
2,0.575822,0.509008,0.866067,0.058153,0.000080,1.393316,1.326461,0.819003,0.058665,1.326870,0.776964
3,0.561251,0.498333,0.846677,0.054451,0.000079,1.376715,1.311131,0.789057,0.057694,1.310423,0.769778
4,0.553628,0.491338,0.818369,0.054105,0.000082,1.364918,1.300187,0.753263,0.057198,1.300599,0.766114
5,0.549078,0.486722,0.788114,0.054474,0.000081,1.358287,1.294632,0.721774,0.056437,1.294387,0.763405
6,0.545302,0.482701,0.759741,0.055003,0.000084,1.353922,1.290438,0.695410,0.056529,1.289653,0.761585
7,0.542757,0.479722,0.734994,0.055684,0.000087,1.351686,1.288105,0.669853,0.056882,1.287247,0.760684
8,0.540048,0.476501,0.713782,0.056408,0.000083,1.349414,1.285605,0.649357,0.057316,1.286082,0.760079
9,0.538227,0.474059,0.695838,0.057209,0.000080,1.351380,1.287397,0.631055,0.057672,1.286470,0.760419
10,0.536341,0.471564,0.680812,0.057968,0.000078,1.347658,1.283839,0.619158,0.057628,1.283748,0.759161
11,0.534544,0.469014,0.667679,0.058852,0.000075,1.347365,1.283200,0.609989,0.058065,1.283512,0.759021
12,0.533062,0.466800,0.655686,0.059704,0.000071,1.349062,1.284161,0.597060,0.058930,1.285114,0.759818
13,0.531572,0.464643,0.646095,0.060467,0.000078,1.352613,1.287382,0.588194,0.059349,1.285901,0.759867
14,0.530232,0.462593,0.637704,0.061262,0.000077,1.352506,1.286845,0.582710,0.059834,1.286073,0.759979
15,0.528933,0.460971,0.633686,0.061624,0.000075,1.350607,1.284917,0.582152,0.059869,1.285285,0.759808
16,0.528956,0.460944,0.632684,0.061684,0.000073,1.351288,1.285491,0.578786,0.060009,1.285397,0.759773
17,0.528653,0.460519,0.630745,0.061826,0.000071,1.352716,1.286234,0.576681,0.060715,1.285305,0.759629
18,0.528611,0.460442,0.630351,0.061865,0.000071,1.352339,1.287046,0.582892,0.059464,1.284935,0.759689
