epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.197461,0.197461,0.151779,0.151779,0.000000,0.000000
1,0.145343,0.145343,0.089405,0.089405,0.000000,0.000000
2,0.121441,0.121441,0.064996,0.064996,0.000000,0.000000
3,0.101669,0.101669,0.056488,0.056488,0.000000,0.000000
4,0.089316,0.089316,0.046759,0.046759,0.000000,0.000000
5,0.076899,0.076899,0.040832,0.040832,0.000000,0.000000
6,0.065579,0.065579,0.036822,0.036822,0.000000,0.000000
7,0.057618,0.057618,0.033162,0.033162,0.000000,0.000000
8,0.051524,0.051524,0.030614,0.030614,0.000000,0.000000
9,0.045710,0.045710,0.029353,0.029353,0.000000,0.000000
10,0.042104,0.042104,0.027625,0.027625,0.000000,0.000000
11,0.037291,0.037291,0.026354,0.026354,0.000000,0.000000
12,0.033850,0.033850,0.024975,0.024975,0.000000,0.000000
13,0.031685,0.031685,0.023686,0.023686,0.000000,0.000000
14,0.030017,0.030017,0.023245,0.023245,0.000000,0.000000
15,0.028522,0.028522,0.023186,0.023186,0.000000,0.000000
16,0.027249,0.027249,0.022973,0.022973,0.000000,0.000000
17,0.025564,0.025564,0.021690,0.021690,0.000000,0.000000
18,0.024567,0.024567,0.022311,0.022311,0.000000,0.000000
19,0.022938,0.022938,0.021164,0.021164,0.000000,0.000000
20,0.021779,0.021779,0.021122,0.021122,0.000000,0.000000
21,0.021339,0.021339,0.020519,0.020519,0.000000,0.000000
22,0.019903,0.019903,0.020249,0.020249,0.000000,0.000000
23,0.019241,0.019241,0.019821,0.019821,0.000000,0.000000
24,0.019002,0.019002,0.020271,0.020271,0.000000,0.000000
25,0.019832,0.019832,0.020100,0.020100,0.000000,0.000000
26,0.020746,0.020746,0.020513,0.020513,0.000000,0.000000
