epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.204976,0.204976,0.177338,0.177338,0.000000,0.000000
1,0.155267,0.155267,0.102842,0.102842,0.000000,0.000000
2,0.131806,0.131806,0.072406,0.072406,0.000000,0.000000
3,0.112005,0.112005,0.063172,0.063172,0.000000,0.000000
4,0.099513,0.099513,0.052926,0.052926,0.000000,0.000000
5,0.086531,0.086531,0.045891,0.045891,0.000000,0.000000
6,0.074826,0.074826,0.040575,0.040575,0.000000,0.000000
7,0.065935,0.065935,0.035974,0.035974,0.000000,0.000000
8,0.059383,0.059383,0.032478,0.032478,0.000000,0.000000
9,0.052363,0.052363,0.030792,0.030792,0.000000,0.000000
10,0.048246,0.048246,0.027586,0.027586,0.000000,0.000000
11,0.043069,0.043069,0.026071,0.026071,0.000000,0.000000
12,0.039276,0.039276,0.024512,0.024512,0.000000,0.000000
13,0.036561,0.036561,0.023052,0.023052,0.000000,0.000000
14,0.034265,0.034265,0.022582,0.022582,0.000000,0.000000
15,0.032532,0.032532,0.022122,0.022122,0.000000,0.000000
16,0.030385,0.030385,0.021941,0.021941,0.000000,0.000000
17,0.028708,0.028708,0.021068,0.021068,0.000000,0.000000
18,0.027144,0.027144,0.021223,0.021223,0.000000,0.000000
19,0.025577,0.025577,0.019857,0.019857,0.000000,0.000000
20,0.024327,0.024327,0.019478,0.019478,0.000000,0.000000
21,0.023758,0.023758,0.019061,0.019061,0.000000,0.000000
22,0.022886,0.022886,0.018522,0.018522,0.000000,0.000000
23,0.022142,0.022142,0.018610,0.018610,0.000000,0.000000
24,0.021217,0.021217,0.018454,0.018454,0.000000,0.000000
25,0.020866,0.020866,0.018529,0.018529,0.000000,0.000000
26,0.021101,0.021101,0.017862,0.017862,0.000000,0.000000
27,0.020242,0.020242,0.018289,0.018289,0.000000,0.000000
28,0.019473,0.019473,0.018687,0.018687,0.000000,0.000000
29,0.019509,0.019509,0.017857,0.017857,0.000000,0.000000
30,0.019823,0.019823,0.018432,0.018432,0.000000,0.000000
31,0.019059,0.019059,0.017315,0.017315,0.000000,0.000000
32,0.019627,0.019627,0.017745,0.017745,0.000000,0.000000
33,0.020548,0.020548,0.017577,0.017577,0.000000,0.000000
34,0.019146,0.019146,0.017334,0.017334,0.000000,0.000000
