loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.294174,0.239050,0.294697,23.97 M Ops,3.70 M Ops,1.49 M Ops,0.1053 M,0.3894 %,10.19 uJ,0.239050,0.294697,0.843368
