epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.528124,0.528124,0.521368,0.803490,0.803490,0.622735
1,0.380241,0.380241,0.439142,0.741845,0.741845,0.596490
2,0.356404,0.356404,0.423389,0.718637,0.718637,0.593408
3,0.347489,0.347489,0.418161,0.715101,0.715101,0.588821
4,0.340382,0.340382,0.414043,0.718576,0.718576,0.589771
5,0.334680,0.334680,0.410613,0.705558,0.705558,0.584235
6,0.330640,0.330640,0.408539,0.706349,0.706349,0.582484
7,0.326275,0.326275,0.405953,0.714046,0.714046,0.585182
8,0.322969,0.322969,0.404005,0.719197,0.719197,0.583324
9,0.319000,0.319000,0.401899,0.720248,0.720248,0.583377
10,0.317188,0.317188,0.401211,0.719778,0.719778,0.583109
11,0.314719,0.314719,0.399646,0.720647,0.720647,0.580584
