epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.549642,0.549642,0.535716,0.807195,0.807195,0.622894
1,0.382725,0.382725,0.441760,0.726427,0.726427,0.588037
2,0.357725,0.357725,0.425558,0.711836,0.711836,0.584254
3,0.347905,0.347905,0.419337,0.712065,0.712065,0.578798
4,0.342212,0.342212,0.416236,0.714083,0.714083,0.581464
5,0.337250,0.337250,0.413460,0.705970,0.705970,0.580286
6,0.333392,0.333392,0.411467,0.704709,0.704709,0.579372
7,0.329430,0.329430,0.409223,0.710636,0.710636,0.584641
8,0.325761,0.325761,0.407602,0.718833,0.718833,0.583730
9,0.323396,0.323396,0.406718,0.737615,0.737615,0.589766
10,0.316001,0.316001,0.402380,0.738778,0.738778,0.588850
11,0.314524,0.314524,0.401764,0.748510,0.748510,0.590163
12,0.313061,0.313061,0.400949,0.754814,0.754814,0.592190
