loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392553,0.399120,0.392360,329.28 M Ops,30.99 M Ops,8.77 M Ops,1.1767 M,0.2176 %,68.25 uJ,0.527608,0.465906,0.742134
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392354,0.399095,0.392163,329.28 M Ops,35.05 M Ops,8.77 M Ops,1.1767 M,0.2134 %,71.90 uJ,0.525602,0.464432,0.742151
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.391974,0.399052,0.391781,329.28 M Ops,34.73 M Ops,8.77 M Ops,1.1767 M,0.2156 %,71.61 uJ,0.525436,0.464035,0.742179
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392608,0.399607,0.392414,329.28 M Ops,32.31 M Ops,8.77 M Ops,1.1767 M,0.2159 %,69.44 uJ,0.527693,0.465481,0.741820
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393110,0.400545,0.392923,329.03 M Ops,33.39 M Ops,8.77 M Ops,1.1724 M,0.2294 %,70.41 uJ,0.528602,0.465703,0.741214
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393284,0.401411,0.393096,329.30 M Ops,33.30 M Ops,8.80 M Ops,1.1726 M,0.2444 %,70.43 uJ,0.529394,0.465547,0.740655
