epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.727750,0.542608,0.774034,0.177402,0.000001,1.333691,1.158653,0.706451,0.167974,1.128213,0.746276
1,0.596480,0.440713,0.849274,0.147274,0.000000,1.224007,1.079456,0.822495,0.136326,1.083002,0.720216
2,0.537684,0.410279,0.905808,0.118347,0.000001,1.193271,1.070974,0.869982,0.113597,1.074735,0.713887
3,0.506634,0.393653,0.920348,0.103778,0.000001,1.157385,1.046065,0.878701,0.102533,1.060532,0.708728
4,0.487871,0.382151,0.920735,0.096513,0.000001,1.171909,1.066404,0.877404,0.096732,1.069964,0.710080
5,0.474514,0.372856,0.916928,0.092489,0.000001,1.188188,1.086378,0.874607,0.093065,1.072628,0.710712
6,0.463521,0.364490,0.913196,0.089899,0.000001,1.171838,1.072323,0.868048,0.090835,1.080297,0.713609
7,0.457207,0.359159,0.910189,0.088946,0.000001,1.225210,1.125790,0.867437,0.090746,1.081751,0.713642
8,0.456195,0.358356,0.910348,0.088735,0.000001,1.196393,1.097410,0.867436,0.090308,1.082683,0.713764
9,0.455262,0.357595,0.910188,0.088565,0.000001,1.167586,1.068915,0.868130,0.089990,1.083087,0.713905
10,0.454307,0.356775,0.909809,0.088434,0.000001,1.179654,1.081324,0.867003,0.089660,1.084453,0.714353
