epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,1.403537,0.061193,0.763453,0.066390,1.336237,0.042466,0.653899,0.072938
1,1.276706,0.036868,0.569620,0.078115,1.216513,0.023483,0.560120,0.083804
2,1.163997,0.026347,0.504010,0.087022,1.105756,0.014748,0.508320,0.091882
3,1.058481,0.022148,0.461575,0.092965,1.001874,0.011403,0.471342,0.096578
4,0.958879,0.020495,0.430851,0.096726,0.903582,0.009886,0.442369,0.100122
5,0.864935,0.019542,0.408174,0.099246,0.811277,0.009013,0.421734,0.101872
6,0.777769,0.019263,0.390655,0.100731,0.725647,0.008599,0.404375,0.102512
7,0.697356,0.018678,0.376037,0.101820,0.647532,0.008338,0.389675,0.103550
8,0.625800,0.018489,0.363350,0.102735,0.578024,0.008065,0.377409,0.104421
9,0.564267,0.018386,0.352450,0.103539,0.518788,0.008059,0.365974,0.104878
10,0.513879,0.018221,0.343051,0.104354,0.470475,0.007904,0.356629,0.105868
11,0.476444,0.018247,0.335023,0.105485,0.434042,0.007748,0.348649,0.107340
12,0.451678,0.018227,0.328272,0.106773,0.409286,0.007630,0.342523,0.108547
13,0.436750,0.017911,0.322645,0.108257,0.393780,0.007495,0.336679,0.109889
14,0.430095,0.017845,0.317720,0.109778,0.384530,0.007305,0.331740,0.112099
15,0.425845,0.017549,0.313248,0.111598,0.379588,0.007304,0.326885,0.113158
16,0.424906,0.017730,0.308797,0.113857,0.376087,0.007110,0.322234,0.116159
17,0.422418,0.017556,0.304577,0.116382,0.374183,0.007092,0.317670,0.118513
18,0.419999,0.017401,0.300321,0.119363,0.371457,0.006958,0.313025,0.122168
19,0.418411,0.017416,0.296015,0.122909,0.368719,0.006826,0.308583,0.125466
20,0.416058,0.017285,0.291667,0.127076,0.366867,0.006799,0.303935,0.129980
21,0.413942,0.017217,0.287163,0.131885,0.364541,0.006706,0.298897,0.134484
22,0.411771,0.017153,0.282489,0.137001,0.361990,0.006627,0.294025,0.140172
23,0.410130,0.017202,0.277729,0.142549,0.359919,0.006622,0.288747,0.146011
24,0.408500,0.017252,0.273039,0.148427,0.358231,0.006586,0.284154,0.151684
25,0.405026,0.016926,0.268628,0.153863,0.354937,0.006464,0.279597,0.156850
26,0.404522,0.017163,0.264378,0.159236,0.353492,0.006442,0.275299,0.162933
27,0.402254,0.017021,0.260663,0.163867,0.351889,0.006460,0.271736,0.167014
28,0.402102,0.017249,0.257461,0.168351,0.351079,0.006432,0.268379,0.171762
29,0.399984,0.017064,0.254675,0.172635,0.349895,0.006499,0.265768,0.174815
30,0.399210,0.017083,0.252597,0.176016,0.348588,0.006464,0.263407,0.178502
31,0.398588,0.017104,0.250867,0.179288,0.348121,0.006397,0.262197,0.181899
32,0.398139,0.017120,0.249612,0.181939,0.347820,0.006431,0.260578,0.183364
33,0.396902,0.016967,0.248555,0.184031,0.346434,0.006361,0.259606,0.186130
34,0.396546,0.016971,0.247672,0.185926,0.346066,0.006391,0.258523,0.187600
35,0.396914,0.017099,0.246964,0.187553,0.346038,0.006360,0.257760,0.188914
36,0.396759,0.017121,0.246352,0.188911,0.345681,0.006395,0.257137,0.190703
37,0.396040,0.017029,0.245785,0.190361,0.345700,0.006418,0.256680,0.191732
38,0.394964,0.016851,0.245417,0.191115,0.345212,0.006395,0.256286,0.191771
