loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.585824, 0.566376, 0.336265, 0.621292, 99992.47 M Ops, 9549.06 M Ops, 1082.01 M Ops, 4.2372 M, 0.4872 %, 13571.40 uJ
