epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.554796,0.389003,0.555271,0.160240,0.000005,0.373974,0.243798,0.610894,0.124067,0.243793,0.335955
1,0.399324,0.272268,0.618343,0.120873,0.000005,0.335355,0.212670,0.614616,0.116539,0.212679,0.308577
2,0.372619,0.252546,0.621950,0.113854,0.000006,0.317855,0.203043,0.600493,0.108807,0.203056,0.298469
3,0.357770,0.243924,0.601927,0.107827,0.000006,0.307930,0.196261,0.576227,0.105907,0.196288,0.291100
4,0.352160,0.238867,0.582185,0.107472,0.000006,0.304469,0.191579,0.565431,0.107236,0.191610,0.286682
5,0.350901,0.236051,0.571002,0.109140,0.000006,0.304069,0.189546,0.554243,0.108981,0.189562,0.284170
6,0.350660,0.234153,0.565346,0.110854,0.000006,0.304814,0.188622,0.551876,0.110673,0.188663,0.282802
7,0.350686,0.232623,0.562553,0.112438,0.000005,0.304775,0.186866,0.549361,0.112416,0.186879,0.281080
8,0.351022,0.231355,0.564161,0.114026,0.000004,0.305855,0.186040,0.555545,0.114260,0.186040,0.279743
9,0.351178,0.230358,0.566844,0.115152,0.000003,0.305803,0.185702,0.555999,0.114541,0.185739,0.279361
10,0.351387,0.230261,0.567052,0.115455,0.000003,0.306007,0.185609,0.556296,0.114835,0.185578,0.279229
11,0.351522,0.230146,0.567307,0.115703,0.000003,0.306311,0.185636,0.556401,0.115111,0.185589,0.279167
12,0.351690,0.230070,0.567498,0.115946,0.000003,0.306642,0.185877,0.555884,0.115206,0.185843,0.279214
13,0.351710,0.229958,0.567346,0.116079,0.000003,0.306318,0.185454,0.556460,0.115299,0.185482,0.279045
14,0.351739,0.229953,0.567627,0.116110,0.000003,0.306303,0.185522,0.556047,0.115220,0.185473,0.278977
15,0.351717,0.229911,0.567714,0.116129,0.000003,0.306113,0.185508,0.556700,0.115038,0.185485,0.278983
16,0.351735,0.229908,0.567667,0.116150,0.000003,0.306342,0.185399,0.556506,0.115378,0.185438,0.278931
17,0.351759,0.229920,0.567770,0.116162,0.000003,0.306358,0.185427,0.556169,0.115369,0.185520,0.278979
18,0.351733,0.229889,0.567749,0.116167,0.000003,0.306408,0.185508,0.556713,0.115333,0.185497,0.278976
19,0.351733,0.229888,0.567742,0.116168,0.000003,0.306291,0.185492,0.556217,0.115236,0.185472,0.278984
