loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.400936, 0.392852, 0.426581, 0.749019, 171.58 M Ops, 27.14 M Ops, 6.52 M Ops, 0.4768 M, 0.3899 %, 54.42 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.404270, 0.395357, 0.428064, 0.747419, 171.49 M Ops, 27.01 M Ops, 6.51 M Ops, 0.4768 M, 0.3637 %, 54.26 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.407728, 0.396536, 0.429635, 0.746666, 175.15 M Ops, 27.78 M Ops, 9.91 M Ops, 0.4771 M, 0.4074 %, 70.58 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.401529, 0.393480, 0.423106, 0.748618, 171.58 M Ops, 27.51 M Ops, 6.52 M Ops, 0.4768 M, 0.3887 %, 54.76 uJ
