shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.456325,0.470619,0.455520,122.31 M Ops,13.43 M Ops,11.52 M Ops,0.5622 M,0.4659 %,65.06 uJ,0.529469,0.508844,0.568706
