loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.230284, 0.225815, 0.254837, 0.608720, 2226.95 M Ops, 227.20 M Ops, 41.59 M Ops, 0.7398 M, 0.4747 %, 395.80 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.225113, 0.222399, 0.251564, 0.614637, 2226.95 M Ops, 224.10 M Ops, 41.59 M Ops, 0.7398 M, 0.4743 %, 393.01 uJ
