loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.528499, 0.247148, 0.247319, 0.246234, 0.245758, 0.247319, 1545.97 M Ops, 34.80 M Ops, 430.73 M Ops, 0.6943 M, 0.5242 %, 2012.67 uJ, 0.272727, 0.166667, 0.257576, 0.292308
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.595308, 0.235741, 0.235548, 0.219555, 0.225245, 0.235548, 1545.97 M Ops, 35.31 M Ops, 430.73 M Ops, 0.6943 M, 0.5179 %, 2013.14 uJ, 0.454545, 0.090909, 0.212121, 0.184615
