loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.388497, 0.262357, 0.262296, 0.199393, 0.249206, 0.262296, 3680.10 M Ops, 169.66 M Ops, 156.93 M Ops, 1.6334 M, 0.3500 %, 874.56 uJ, 0.712121, 0.045455, 0.045455, 0.246154
