epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.546469,0.546469,0.467556,0.280532,0.280532,0.382882
1,0.415257,0.415257,0.391253,0.254810,0.254810,0.362948
2,0.396873,0.396873,0.382015,0.272011,0.272011,0.375863
3,0.386694,0.386694,0.376795,0.282043,0.282043,0.380766
4,0.377870,0.377870,0.374222,0.269647,0.269647,0.371936
5,0.369806,0.369806,0.371765,0.253288,0.253288,0.358583
6,0.366537,0.366537,0.370385,0.261844,0.261844,0.365766
7,0.363602,0.363602,0.368690,0.257440,0.257440,0.361320
8,0.362097,0.362097,0.368483,0.262377,0.262377,0.365509
9,0.357395,0.357395,0.366360,0.256035,0.256035,0.359661
10,0.357016,0.357016,0.366705,0.256328,0.256328,0.360362
11,0.355678,0.355678,0.365744,0.263568,0.263568,0.365751
