epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.514712,0.514712,1.000000,0.788039,0.788039,0.000000,0.000000,1.357453,0.788089
1,0.490838,0.490838,1.000000,0.775682,0.775682,0.000000,0.000000,1.336536,0.775697
2,0.485183,0.485183,1.000000,0.770887,0.770887,0.000000,0.000000,1.325966,0.770985
3,0.483546,0.483546,1.000000,0.769079,0.769079,0.000000,0.000000,1.320987,0.769139
4,0.481767,0.481767,1.000000,0.768579,0.768579,0.000000,0.000000,1.319795,0.768479
5,0.480788,0.480788,1.000000,0.768144,0.768144,0.000000,0.000000,1.316069,0.767731
6,0.479135,0.479135,1.000000,0.768279,0.768279,0.000000,0.000000,1.319879,0.768389
7,0.478596,0.478596,1.000000,0.768003,0.768003,0.000000,0.000000,1.313992,0.767952
8,0.478104,0.478104,1.000000,0.768525,0.768525,0.000000,0.000000,1.320487,0.768569
9,0.477152,0.477152,1.000000,0.768167,0.768167,0.000000,0.000000,1.317084,0.768225
