loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.394226,0.394624,0.394326,195.10 M Ops,10.62 M Ops,109.05 M Ops,0.5554 M,0.4745 %,511.17 uJ,0.433078,0.417122,0.642661
