epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,0.742537,0.671628,0.253709,0.068372,0.719915,0.661757,0.365886,0.054499,0.756098,0.566797,0.548538,0.819444
1,0.719279,0.650050,0.248070,0.066748,0.663366,0.604324,0.438698,0.054655,0.721951,0.505394,0.435753,0.612069
2,0.661498,0.597309,0.252597,0.061663,0.593221,0.535889,0.579181,0.051541,0.721951,0.500000,0.419263,0.360976
3,0.618682,0.559713,0.292419,0.056045,0.558238,0.502976,0.679655,0.048465,0.721951,0.500000,0.419263,0.360976
4,0.611984,0.556330,0.323169,0.052422,0.549001,0.496351,0.683997,0.045810,0.731707,0.522937,0.470384,0.740672
5,0.603036,0.549400,0.341916,0.050217,0.544810,0.494014,0.688702,0.043909,0.751220,0.563419,0.545059,0.774359
6,0.583443,0.530316,0.355150,0.049576,0.554080,0.503623,0.794731,0.042510,0.746341,0.581614,0.580050,0.694822
7,0.567599,0.514357,0.360230,0.049639,0.564911,0.517862,0.664799,0.040401,0.741463,0.605204,0.613359,0.669048
8,0.544492,0.492979,0.368044,0.047832,0.555698,0.509127,0.951514,0.037056,0.751220,0.584993,0.583881,0.713012
9,0.518805,0.468588,0.404152,0.046175,0.534177,0.491090,0.687155,0.036215,0.746341,0.549253,0.518605,0.799784
10,0.499661,0.449349,0.397358,0.046339,0.521637,0.478976,0.698248,0.035678,0.736585,0.526316,0.472857,0.866337
11,0.478847,0.427832,0.411961,0.046896,0.520194,0.478148,0.730425,0.034741,0.736585,0.526316,0.472857,0.866337
12,0.456847,0.403874,0.431216,0.048661,0.516787,0.477376,0.486690,0.034544,0.746341,0.549253,0.518605,0.799784
13,0.435300,0.379214,0.489112,0.051195,0.521626,0.479734,0.679351,0.035098,0.746341,0.554647,0.530479,0.761338
14,0.407472,0.354848,0.475449,0.047870,0.508381,0.467909,0.697206,0.033500,0.780488,0.616050,0.625015,0.823743
15,0.380861,0.330603,0.476712,0.045491,0.500055,0.460724,0.596930,0.033362,0.790244,0.655168,0.675215,0.781263
16,0.359397,0.307257,0.467138,0.047468,0.515992,0.476454,0.602763,0.033510,0.760976,0.607930,0.615855,0.726155
17,0.342977,0.290772,0.470346,0.047502,0.520164,0.479817,0.614946,0.034198,0.790244,0.676743,0.696338,0.756450
18,0.332375,0.279009,0.478333,0.048582,0.491773,0.451056,0.662985,0.034087,0.756098,0.642307,0.654929,0.693131
