loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392999,0.400440,0.392817,15.80 M Ops,2.26 M Ops,0.90 M Ops,0.1436 M,0.4483 %,6.16 uJ,0.525992,0.464069,0.741283
