epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.549473,0.357158,0.723159,0.185083,0.000001,0.707652,0.552775,0.810852,0.146769,0.543148,0.495032
1,0.442270,0.304003,0.851688,0.129751,0.000001,0.636996,0.512383,0.834809,0.116265,0.513120,0.479955
2,0.411936,0.291112,0.859080,0.112233,0.000001,0.615094,0.500658,0.829660,0.106140,0.502358,0.474446
3,0.397466,0.284360,0.849647,0.104609,0.000001,0.604355,0.496370,0.812561,0.099859,0.497991,0.472402
4,0.388231,0.279140,0.833126,0.100759,0.000001,0.600890,0.494386,0.789777,0.098606,0.494788,0.470743
5,0.383014,0.275452,0.816146,0.099400,0.000001,0.610838,0.504548,0.772246,0.098568,0.494694,0.471231
6,0.379457,0.272150,0.800536,0.099301,0.000001,0.606911,0.499855,0.754904,0.099507,0.491031,0.468707
7,0.376568,0.269008,0.787481,0.099685,0.000001,0.596194,0.490986,0.746374,0.097745,0.491637,0.469760
8,0.374456,0.266551,0.775476,0.100151,0.000001,0.597973,0.491391,0.733668,0.099246,0.490698,0.468911
9,0.372585,0.264089,0.765320,0.100844,0.000001,0.599744,0.493711,0.723368,0.098799,0.492917,0.470642
10,0.370779,0.261486,0.757644,0.101716,0.000001,0.600239,0.491503,0.718144,0.101554,0.490863,0.469710
11,0.369106,0.259338,0.754995,0.102218,0.000000,0.597774,0.490351,0.718956,0.100234,0.491806,0.470357
12,0.368867,0.259070,0.754496,0.102253,0.000001,0.596557,0.489342,0.719325,0.100022,0.491645,0.470088
13,0.369043,0.259095,0.754023,0.102408,0.000000,0.600852,0.492924,0.717255,0.100755,0.492747,0.471055
14,0.369145,0.259170,0.754021,0.102435,0.000000,0.601643,0.493780,0.717494,0.100687,0.492581,0.470803
15,0.368587,0.258557,0.753416,0.102495,0.000001,0.604264,0.494973,0.715361,0.102137,0.492090,0.470441
16,0.368874,0.258896,0.753555,0.102442,0.000000,0.598104,0.490792,0.718634,0.100125,0.492806,0.471000
17,0.368379,0.258370,0.753548,0.102473,0.000001,0.600249,0.492069,0.719368,0.100986,0.492988,0.471057
18,0.368576,0.258583,0.753147,0.102462,0.000000,0.599503,0.492161,0.720511,0.100137,0.492665,0.470945
19,0.368775,0.258761,0.753158,0.102482,0.000000,0.599310,0.491806,0.716441,0.100339,0.492969,0.471227
