epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,1.399457,0.061334,0.686545,0.884647,1.332462,0.042137,0.591711,0.886518
1,1.273693,0.036561,0.522991,0.878957,1.213895,0.022983,0.524161,0.876503
2,1.161804,0.026096,0.473689,0.863427,1.103645,0.014344,0.482315,0.849756
3,1.056720,0.021905,0.440029,0.837041,1.000116,0.011054,0.452237,0.819096
4,0.957489,0.020234,0.416271,0.801829,0.902205,0.009479,0.430456,0.779963
5,0.863900,0.019228,0.399624,0.759863,0.810385,0.008656,0.415715,0.736743
6,0.777127,0.018921,0.387129,0.713315,0.725269,0.008221,0.403810,0.689292
7,0.697195,0.018323,0.376955,0.667759,0.647770,0.007950,0.393845,0.647203
8,0.626205,0.018136,0.367951,0.627384,0.578974,0.007770,0.384515,0.607733
9,0.565201,0.018044,0.359434,0.591952,0.520162,0.007641,0.375777,0.577545
10,0.515213,0.017868,0.351441,0.560400,0.472188,0.007532,0.366789,0.548129
11,0.478014,0.017897,0.343867,0.533092,0.436020,0.007364,0.359588,0.525167
12,0.453350,0.017898,0.337031,0.509478,0.411142,0.007314,0.352315,0.498851
13,0.438350,0.017614,0.330853,0.489773,0.395562,0.007258,0.345550,0.479574
14,0.431637,0.017570,0.325571,0.472334,0.386169,0.007077,0.340336,0.464664
15,0.427440,0.017303,0.320886,0.456853,0.380564,0.006958,0.335350,0.450835
16,0.426615,0.017502,0.316441,0.443567,0.377701,0.006880,0.330765,0.438915
17,0.424232,0.017342,0.312265,0.431082,0.375800,0.006852,0.326277,0.427023
18,0.421955,0.017205,0.308090,0.420087,0.373559,0.006771,0.322070,0.416908
19,0.420565,0.017243,0.303928,0.410143,0.371273,0.006719,0.317559,0.407940
20,0.418373,0.017128,0.299732,0.402034,0.369411,0.006672,0.313010,0.399843
21,0.416594,0.017093,0.295592,0.394353,0.367402,0.006572,0.308674,0.390622
22,0.414654,0.017030,0.291439,0.386879,0.365260,0.006537,0.304235,0.385573
23,0.413352,0.017098,0.287201,0.380917,0.363568,0.006535,0.299722,0.379306
24,0.411969,0.017151,0.283006,0.375602,0.361924,0.006489,0.295283,0.374807
25,0.408633,0.016832,0.278781,0.371164,0.358873,0.006408,0.290710,0.370761
26,0.408132,0.017060,0.274577,0.367521,0.357097,0.006315,0.286433,0.368130
27,0.405748,0.016923,0.270431,0.365104,0.355409,0.006348,0.282384,0.365919
28,0.405304,0.017143,0.266541,0.363197,0.353824,0.006264,0.277800,0.364703
29,0.402677,0.016945,0.262640,0.361773,0.352036,0.006326,0.273721,0.363012
30,0.401281,0.016956,0.259136,0.361049,0.350388,0.006348,0.269810,0.362576
31,0.399978,0.016980,0.255704,0.360690,0.349262,0.006310,0.266556,0.361601
