epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.529158,0.529158,0.523280,0.861311,0.861311,0.648609
1,0.400831,0.400831,0.453222,0.784137,0.784137,0.617367
2,0.375587,0.375587,0.438467,0.768774,0.768774,0.609899
3,0.367470,0.367470,0.433510,0.783616,0.783616,0.611152
4,0.363016,0.363016,0.430476,0.756303,0.756303,0.603264
5,0.359539,0.359539,0.428720,0.759480,0.759480,0.606209
6,0.356395,0.356395,0.426721,0.758831,0.758831,0.604387
7,0.353069,0.353069,0.424642,0.763977,0.763977,0.599832
8,0.349455,0.349455,0.422573,0.764703,0.764703,0.602211
9,0.347839,0.347839,0.421320,0.762780,0.762780,0.599465
10,0.346884,0.346884,0.420945,0.761026,0.761026,0.598265
