loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392447,0.399388,0.392262,15.12 M Ops,2.01 M Ops,0.97 M Ops,0.1947 M,0.4478 %,6.29 uJ,0.525471,0.463827,0.741962
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392922,0.400401,0.392734,15.12 M Ops,2.11 M Ops,0.97 M Ops,0.1947 M,0.4602 %,6.38 uJ,0.526783,0.464284,0.741307
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392702,0.399682,0.392516,15.12 M Ops,2.25 M Ops,0.97 M Ops,0.1947 M,0.5015 %,6.51 uJ,0.526176,0.464085,0.741772
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392748,0.400470,0.392564,15.12 M Ops,1.82 M Ops,1.88 M Ops,0.1947 M,0.4964 %,10.30 uJ,0.526521,0.464129,0.741263
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393149,0.401119,0.392965,15.12 M Ops,1.87 M Ops,1.89 M Ops,0.1947 M,0.5078 %,10.38 uJ,0.528278,0.464910,0.740844
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.392629,0.399982,0.392445,15.12 M Ops,2.18 M Ops,0.97 M Ops,0.1947 M,0.4631 %,6.44 uJ,0.526234,0.464132,0.741578
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.393112,0.400890,0.392926,15.12 M Ops,2.10 M Ops,0.97 M Ops,0.1947 M,0.4591 %,6.37 uJ,0.527871,0.464720,0.740992
