epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.573799,0.573799,1.000000,0.866155,0.866155,0.000000,0.000000,1.604599,0.866456
1,0.552029,0.552029,1.000000,0.859003,0.859003,0.000000,0.000000,1.594707,0.858836
2,0.547311,0.547311,1.000000,0.857413,0.857413,0.000000,0.000000,1.595865,0.857141
3,0.545711,0.545711,1.000000,0.855915,0.855915,0.000000,0.000000,1.595458,0.856179
4,0.543979,0.543979,1.000000,0.856643,0.856643,0.000000,0.000000,1.596838,0.856498
5,0.542919,0.542919,1.000000,0.855879,0.855879,0.000000,0.000000,1.596672,0.855850
6,0.541482,0.541482,1.000000,0.854782,0.854782,0.000000,0.000000,1.593260,0.855071
7,0.540770,0.540770,1.000000,0.856048,0.856048,0.000000,0.000000,1.598794,0.855836
8,0.539885,0.539885,1.000000,0.855632,0.855632,0.000000,0.000000,1.593731,0.855601
0,0.583816,0.583816,1.000000,0.889658,0.889658,0.000000,0.000000,1.665019,0.889982
1,0.561613,0.561613,1.000000,0.877015,0.877015,0.000000,0.000000,1.636726,0.876862
2,0.554747,0.554747,1.000000,0.871460,0.871460,0.000000,0.000000,1.625339,0.871183
3,0.551640,0.551640,1.000000,0.867325,0.867325,0.000000,0.000000,1.618205,0.867611
4,0.549015,0.549015,1.000000,0.865709,0.865709,0.000000,0.000000,1.612026,0.865551
5,0.547418,0.547418,1.000000,0.863823,0.863823,0.000000,0.000000,1.609983,0.863788
6,0.545444,0.545444,1.000000,0.862316,0.862316,0.000000,0.000000,1.606421,0.862611
7,0.544561,0.544561,1.000000,0.862153,0.862153,0.000000,0.000000,1.608434,0.861959
8,0.543309,0.543309,1.000000,0.861639,0.861639,0.000000,0.000000,1.603371,0.861615
9,0.542725,0.542725,1.000000,0.861097,0.861097,0.000000,0.000000,1.602986,0.860928
10,0.541785,0.541785,1.000000,0.859249,0.859249,0.000000,0.000000,1.599282,0.859256
11,0.541539,0.541539,1.000000,0.860093,0.860093,0.000000,0.000000,1.604924,0.860315
12,0.541058,0.541058,1.000000,0.860002,0.860002,0.000000,0.000000,1.599858,0.859451
